square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,fixation_1.started,target_square_1.stopped,fixation_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
9,"[0.2, -0.1]",None,0,9,9,9,,,,,,,,,1809.1644119000994,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809.1487316000275,1809.1644119000994,1809.1644119000994,1809.6475182001013,1809.6642769000027,1812.14775740006,1812.1479266000679,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
8,"[-0.2, -0.1]",None,0,10,10,10,,,,,,,,,1812.1643399000168,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812.148565600044,1812.1643399000168,1812.1643399000168,1812.6475275000557,1812.6641087000025,1815.1476163000334,1815.1478290000232,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
9,"[0.2, -0.1]",None,0,11,11,11,,,,,,,,,1815.1641781000653,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815.148646500078,1815.1641781000653,1815.1641781000653,1815.6474918000167,1815.6643197000958,1818.147440400091,1818.147609900101,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
6,"[-0.3, 0]",None,0,12,12,12,,,,,,,,,1818.1641585000325,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818.1482812000904,1818.1641585000325,1818.1641585000325,1818.647410100093,1818.6641984001035,1821.1476433000062,1821.1478414000012,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
9,"[0.2, -0.1]",None,0,13,13,13,,,,,,,,,1821.164061800111,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821.148592500016,1821.164061800111,1821.164061800111,1821.6472810000414,1821.664119000081,1824.1473547000205,1824.1475471000886,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
7,"[0.3, 0]",None,0,14,14,14,,,,,,,,,1824.1639331000624,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824.1482806000859,1824.1639331000624,1824.1639331000624,1824.647374000051,1824.6639903000323,1827.1472448999994,1827.147436600062,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
2,"[0.64, 0.4]",None,0,15,15,15,,,,,,,,,1827.1641937000677,,,,,,,,,,,,,,,,,,,,,,,,,,,,1827.148155800067,1827.1641937000677,1827.1641937000677,1827.6472303000046,1827.664143800037,1830.1471675001085,1830.1473554000258,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
2,"[0.64, 0.4]",None,0,16,16,16,,,,,,,,,1830.1640250000637,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830.1480112000136,1830.1640250000637,1830.1640250000637,1830.6473329000873,1830.6639228001004,1833.1471305000596,1833.147315600072,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
11,"[-0.64, -0.4]",space,0,17,17,17,,,,,,,,,1833.163834600011,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833.1480635000626,1833.163834600011,1833.163834600011,1833.6472155000083,1833.6637444000226,1836.1472503000405,1836.1474657000508,space,1,0.3567358000436798,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
11,"[-0.64, -0.4]",space,0,18,18,18,,,,,,,,,1836.1639932000544,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836.1484461000655,1836.1639932000544,1836.1639932000544,1836.6469691001112,1836.663820900023,1839.1471552000148,1839.1473636000883,space,1,0.526564999949187,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
7,"[0.3, 0]",None,0,19,19,19,,,,,,,,,1839.1637233000947,,,,,,,,,,,,,,,,,,,,,,,,,,,,1839.148248600075,1839.1637233000947,1839.1637233000947,1839.647083900054,1839.6638129000785,1842.1471619000658,1842.1473621000769,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
3,"[0, 0.2]",None,0,20,20,20,,,,,,,,,1842.1638225000352,,,,,,,,,,,,,,,,,,,,,,,,,,,,1842.1481497000204,1842.1638225000352,1842.1638225000352,1842.6470550000668,1842.6638319001067,1845.147056600079,1845.1472734001,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
10,"[0, -0.2]",None,0,21,21,21,,,,,,,,,1845.1635083000874,,,,,,,,,,,,,,,,,,,,,,,,,,,,1845.1480834000977,1845.1635083000874,1845.1635083000874,1845.64696500008,1845.6636626000982,1848.1469354000874,1848.147133300081,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
1,"[-0.64, 0.4]",None,0,22,22,22,,,,,,,,,1848.1635787000414,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848.147892500041,1848.1635787000414,1848.1635787000414,1848.6469970000908,1848.6635886000004,1851.1469823000953,1851.1471609000582,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
2,"[0.64, 0.4]",None,0,23,23,23,,,,,,,,,1851.163784500095,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851.147836600081,1851.163784500095,1851.163784500095,1851.646944600041,1851.6636579000624,1854.1468644000124,1854.1470449001063,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
6,"[-0.3, 0]",None,0,24,24,24,,,,,,,,,1854.163569000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,1854.1477435000706,1854.163569000084,1854.163569000084,1854.6469229001086,1854.6635156000266,1857.1467791000614,1857.1469783000648,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
3,"[0, 0.2]",None,0,25,25,25,,,,,,,,,1857.1633340000408,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857.1477434000699,1857.1633340000408,1857.1633340000408,1857.6468523000367,1857.6635794000467,1860.1467936000554,1860.1470074000536,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
11,"[-0.64, -0.4]",space,0,26,26,26,,,,,,,,,1860.1633740999969,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860.1479932001093,1860.1633740999969,1860.1633740999969,1860.646789600025,1860.6633251000894,1863.1467246999964,1863.1469150000485,space,1,0.3274149000644684,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
1,"[-0.64, 0.4]",None,0,27,27,27,,,,,,,,,1863.1635538000846,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863.147812500014,1863.1635538000846,1863.1635538000846,1863.6465201000683,1863.6633486000355,1866.1465899000177,1866.1467727000127,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
3,"[0, 0.2]",None,0,28,28,28,,,,,,,,,1866.163312000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866.147504300112,1866.163312000106,1866.163312000106,1866.6467350000748,1866.6632251000265,1869.1465886000078,1869.146802000003,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
9,"[0.2, -0.1]",None,0,29,29,29,,,,,,,,,1869.1633094000863,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869.1476835000794,1869.1633094000863,1869.1633094000863,1869.6465785000473,1869.6632409000304,1872.1467044000747,1872.146907000104,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
8,"[-0.2, -0.1]",None,0,30,30,30,,,,,,,,,1872.1631954000331,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872.1476225000806,1872.1631954000331,1872.1631954000331,1872.64653560007,1872.663295000093,1875.146424400038,1875.146628000075,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
12,"[0.64, -0.4]",None,0,31,31,31,,,,,,,,,1875.1632795000914,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875.1473981000017,1875.1632795000914,1875.1632795000914,1875.6465102001093,1875.6631431001006,1878.1465220000828,1878.146734100068,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
9,"[0.2, -0.1]",None,0,32,32,32,,,,,,,,,1878.1632012000773,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878.1475506999996,1878.1632012000773,1878.1632012000773,1878.6465686000884,1878.663181400043,1881.146413700073,1881.1466185000027,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
11,"[-0.64, -0.4]",space,0,33,33,33,,,,,,,,,1881.1631435001036,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881.147441700101,1881.1631435001036,1881.1631435001036,1881.6462685000151,1881.6630360001,1884.1464263000526,1884.1466049000155,space,1,0.3456089999526739,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
7,"[0.3, 0]",None,0,34,34,34,,,,,,,,,1884.1630529999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884.147537300014,1884.1630529999966,1884.1630529999966,1884.6462507999968,1884.662978200009,1887.1462879000464,1887.146492100088,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
11,"[-0.64, -0.4]",space,0,35,35,35,,,,,,,,,1887.163087300025,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.1473386000143,1887.163087300025,1887.163087300025,1887.6463823000668,1887.6630865000188,1890.147474700003,1890.1476487000473,space,1,0.4060382000170648,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
4,"[-0.2, 0.1]",None,0,36,36,36,,,,,,,,,1890.1628840001067,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.1483680000529,1890.1628840001067,1890.1628840001067,1890.6462363000028,1890.6628796000732,1893.1462187001016,1893.1464313000906,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
5,"[0.2, 0.1]",None,0,37,37,37,,,,,,,,,1893.1627904000925,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893.1471857000142,1893.1627904000925,1893.1627904000925,1893.6461328000296,1893.6628703000024,1896.1461300000083,1896.1463016000343,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
6,"[-0.3, 0]",None,0,38,38,38,,,,,,,,,1896.1627954000141,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896.1470849000616,1896.1627954000141,1896.1627954000141,1896.6459103000816,1896.6627994000446,1899.1460105000297,1899.1462029000977,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
11,"[-0.64, -0.4]",space,0,39,39,39,,,,,,,,,1899.1628432000289,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899.1469180000713,1899.1628432000289,1899.1628432000289,1899.6460450000595,1899.6626708999975,1902.1459273000946,1902.1460860000225,space,1,0.332363500026986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1902.1466741000768,1902.1627231000457,1902.1627231000457,1929.497032900108,space,27.327979500056244,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
10,"[0, -0.2]",None,,,,,0,0,0,0,,,,,1930.5138738000533,,,,,,,,,,,,,,,,,,,,,,,,1929.4970734000672,1929.512215900002,1930.5138738000533,1930.496138400049,,,,,,,,,,,,,,,,,,,1930.5119322000537,1930.5138738000533,1930.5138738000533,1931.0120901000919,1931.0289009000408,1933.5122135001002,1933.5124326000223,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
5,"[0.2, 0.1]",None,,,,,0,1,1,1,,,,,1933.5289534000913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1933.5134609000525,1933.5289534000913,1933.5289534000913,1934.0121876000194,1934.028834800003,1936.5121338000754,1936.5123123000376,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
6,"[-0.3, 0]",None,,,,,0,2,2,2,,,,,1936.528628900065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936.5129820000147,1936.528628900065,1936.528628900065,1937.0121145000448,1937.0288288000738,1939.5121235999977,1939.5123059001053,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
6,"[-0.3, 0]",space,,,,,0,3,3,3,,,,,1939.5288328001043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939.5130534000928,1939.5288328001043,1939.5288328001043,1940.0122131000971,1940.0288200000068,1942.5119696001057,1942.512169200112,space,1,0.6972397000063211,None,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
12,"[0.64, -0.4]",None,,,,,0,4,4,4,,,,,1942.5286782000912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942.5133215000387,1942.5286782000912,1942.5286782000912,1943.0119045000756,1943.0286661999999,1945.5120475000003,1945.5122484000167,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
10,"[0, -0.2]",None,,,,,0,5,5,5,,,,,1945.5285961000482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945.513028300018,1945.5285961000482,1945.5285961000482,1946.011964000063,1946.028548500035,1948.5119139000308,1948.512118200073,space,0,0.773314299993217,None,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
2,"[0.64, 0.4]",None,,,,,0,6,6,6,,,,,1948.5285433999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.5130353000714,1948.5285433999961,1948.5285433999961,1949.011940299999,1949.0284070000052,1951.5118196000112,1951.512010000064,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
9,"[0.2, -0.1]",None,,,,,0,7,7,7,,,,,1951.528369900072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.5127542000264,1951.528369900072,1951.528369900072,1952.0117170000449,1952.02850460005,1954.5118904000847,1954.5120597000932,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
9,"[0.2, -0.1]",space,,,,,0,8,8,8,,,,,1954.5284694000147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954.5127033001045,1954.5284694000147,1954.5284694000147,1955.0116422000574,1955.0285135000013,1957.511737700086,1957.5119259000057,space,1,0.492134099942632,None,,,,,,,,,,,,,,,,,,,,,,,,nback66,001,2024-01-22_14h24.06.691,untitled,2023.2.3,60.01529187307531,2024-01-22 14h43.23.581149 -0500,
